id,name,region,population,latitude,longitude,avg_rent_usd,climate_score,sea_score,internet_score,safety_score,ecology_score,infrastructure_score,description,pros,cons,attractions,transport_info,education_info,healthcare_info,job_info,monthly_budget_usd,suitable_for,relocation_summary
136,Димитровград,Ульяновская область,115000,54.2168,49.6262,240,5.7,2,7.7,6.9,5.3,6.8,Город атомной отрасли в Поволжье,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Димитровград связан с другими населенными пунктами региона Ульяновская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",660,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Димитровград стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
137,Дербент,Республика Дагестан,125000,42.0578,48.2888,300,8.6,10,7.7,6.5,5.9,7.1,Древний южный город у Каспийского моря,доступная аренда; близость к морю или крупной воде,стоит внимательнее выбирать район,центральная площадь; городская набережная или главный парк; исторический центр; морские прогулки и пляжные зоны,"Дербент связан с другими населенными пунктами региона Республика Дагестан; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",720,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Дербент стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
138,Черкесск,Карачаево-Черкесская Республика,125000,44.2269,42.0468,280,7.8,4,7.8,6.9,6.2,6.9,Город у предгорий Северного Кавказа,доступная аренда; приятная городская среда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; парки и природные места рядом с городом,"Черкесск связан с другими населенными пунктами региона Карачаево-Черкесская Республика; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",700,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Черкесск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
139,Кызыл,Республика Тыва,125000,51.7191,94.4378,280,3.8,1,7.5,6.3,5.2,6.7,Город в центре Азии на Енисее,доступная аренда,инфраструктура развита неравномерно; стоит внимательнее выбирать район,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Кызыл связан с другими населенными пунктами региона Республика Тыва; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",700,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Кызыл стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
140,Октябрьский,Республика Башкортостан,115000,54.4815,53.4656,250,5.0,1,7.7,7.0,5.4,6.8,Нефтяной город на западе Башкортостана,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Октябрьский связан с другими населенными пунктами региона Республика Башкортостан; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",670,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Октябрьский стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
141,Нефтекамск,Республика Башкортостан,130000,56.0884,54.2483,260,5.0,1,7.8,7.0,5.5,6.9,Промышленный город на северо-западе Башкортостана,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Нефтекамск связан с другими населенными пунктами региона Республика Башкортостан; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",680,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Нефтекамск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
142,Муром,Владимирская область,110000,55.5725,42.0514,250,5.9,3,7.8,7.1,5.8,6.8,Исторический город на Оке,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Муром связан с другими населенными пунктами региона Владимирская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",670,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Муром стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
143,Реутов,Московская область,115000,55.7582,37.8619,540,6.1,2,9.0,7.1,5.2,8.1,Город ближнего Подмосковья у метро,развитый рынок жилья; развитая инфраструктура; хороший интернет для учебы и удаленной работы,аренда выше среднего,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Реутов связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",972,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Реутов стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
144,Арзамас,Нижегородская область,105000,55.3949,43.8408,240,5.7,2,7.7,7.0,5.6,6.8,Исторический город Нижегородской области,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Арзамас связан с другими населенными пунктами региона Нижегородская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",660,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Арзамас стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
145,Долгопрудный,Московская область,120000,55.9386,37.5101,560,6.0,3,9.0,7.4,5.8,8.2,Наукоград рядом с Москвой и каналом,развитый рынок жилья; развитая инфраструктура; спокойные районы для жизни; хороший интернет для учебы и удаленной работы,аренда выше среднего,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Долгопрудный связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",1008,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Долгопрудный стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
146,Зеленодольск,Республика Татарстан,100000,55.8467,48.5011,250,5.7,3,7.8,7.0,5.6,6.9,Город на Волге рядом с Казанью,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Зеленодольск связан с другими населенными пунктами региона Республика Татарстан; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",670,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Зеленодольск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
147,Новошахтинск,Ростовская область,105000,47.7576,39.9364,230,7.4,3,7.5,6.4,5.0,6.5,Город Ростовской области с доступной арендой,доступная аренда,инфраструктура развита неравномерно; стоит внимательнее выбирать район,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Новошахтинск связан с другими населенными пунктами региона Ростовская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",650,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Новошахтинск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
148,Ессентуки,Ставропольский край,120000,44.0444,42.8589,320,8.0,4,8.0,7.2,6.8,7.2,Курортный город Кавказских Минеральных Вод,доступная аренда; приятная городская среда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; парки и природные места рядом с городом,"Ессентуки связан с другими населенными пунктами региона Ставропольский край; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",740,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Ессентуки стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
149,Тобольск,Тюменская область,100000,58.2000,68.2635,300,3.9,2,8.0,7.2,5.8,7.2,Исторический город Сибири на Иртыше,доступная аренда,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Тобольск связан с другими населенными пунктами региона Тюменская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",720,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Тобольск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
150,Серов,Свердловская область,100000,59.6033,60.5787,230,3.9,1,7.5,6.6,4.8,6.5,Северный уральский промышленный город,доступная аренда,есть экологические вопросы; инфраструктура развита неравномерно; стоит внимательнее выбирать район,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Серов связан с другими населенными пунктами региона Свердловская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",650,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Серов стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
151,Раменское,Московская область,120000,55.5687,38.2259,430,6.1,2,8.5,7.1,5.7,7.6,Подмосковный город с железнодорожной доступностью,развитый рынок жилья,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Раменское связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",850,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Раменское стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
152,Железногорск,Курская область,100000,52.3370,35.3517,230,6.1,2,7.6,6.9,4.9,6.6,Промышленный город Курской области,доступная аренда,есть экологические вопросы; инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Железногорск связан с другими населенными пунктами региона Курская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",650,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Железногорск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
153,Жуковский,Московская область,110000,55.5998,38.1224,450,6.1,2,8.7,7.3,5.8,7.8,Авиационный наукоград Московской области,развитый рынок жилья; спокойные районы для жизни; хороший интернет для учебы и удаленной работы,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Жуковский связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",870,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Жуковский стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
154,Красногорск,Московская область,190000,55.8311,37.3302,600,6.1,2,9.0,7.2,5.7,8.5,Крупный город у западной границы Москвы,развитый рынок жилья; развитая инфраструктура; хороший интернет для учебы и удаленной работы,аренда выше среднего,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Красногорск связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",1080,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Красногорск стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
155,Пушкино,Московская область,110000,56.0104,37.8472,420,6.0,2,8.5,7.1,5.8,7.6,Зеленый город северо-востока Подмосковья,развитый рынок жилья,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Пушкино связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",840,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Пушкино стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
156,Лобня,Московская область,100000,56.0127,37.4746,430,6.0,2,8.5,7.1,5.8,7.6,Город рядом с севером Москвы и аэропортом,развитый рынок жилья,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Лобня связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",850,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Лобня стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
157,Видное,Московская область,105000,55.5518,37.7060,480,6.1,2,8.6,7.1,5.5,7.7,Ближний подмосковный город с активной застройкой,развитый рынок жилья,в популярных районах возможны пробки,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Видное связан с другими населенными пунктами региона Московская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",900,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Видное стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
158,Артем,Приморский край,105000,43.3502,132.1598,330,5.8,8,7.8,6.9,5.8,6.9,Город рядом с Владивостоком и морем,доступная аренда; близость к морю или крупной воде,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; морские прогулки и пляжные зоны,"Артем связан с другими населенными пунктами региона Приморский край; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",750,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Артем стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
159,Елец,Липецкая область,100000,52.6237,38.5017,230,6.2,2,7.5,7.0,5.7,6.5,Исторический город Центральной России,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Елец связан с другими населенными пунктами региона Липецкая область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",650,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Елец стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
160,Камышин,Волгоградская область,105000,50.0837,45.4070,230,6.9,3,7.5,6.8,5.2,6.5,Город на Волге с сухим теплым климатом,доступная аренда,инфраструктура развита неравномерно,центральная площадь; городская набережная или главный парк; исторический центр; музеи и городские культурные площадки,"Камышин связан с другими населенными пунктами региона Волгоградская область; внутри города доступны автобусы, маршрутные такси и основные городские дороги.","Есть школы, колледжи и центры дополнительного образования; в крупных городах представлены вузы и филиалы университетов.","Работают поликлиники, больницы, аптеки и частные медицинские центры; уровень доступности зависит от района.","Основные возможности связаны с торговлей, услугами, бюджетной сферой, промышленностью и удаленной работой.",650,"студентам, молодым специалистам, семьям и тем, кто подбирает город по балансу цены и качества жизни","Камышин стоит рассматривать для переезда, если вам подходят его цены, климат и уровень городской инфраструктуры."
